Campaign,Measurement,Month1,Month2,Rev_YTD,Rev,Rev_2023,Rev_2024,Flagging_Campaign,Source,RFS_Date,Created_Date,Last_Stage_Change_Date,Opportunity_ID,SF_Opportunity_Id,Campaign_Name,Opportunity_Name,CA_Number,Account_Name,Sub_Line_of_Business,Owner_Group,Opportunity_Owner:_Division,Product_Offer,Opportunity_Owner,Stage,Stage_Count,Opportunity_Quantity,Estimated_Contract_Period_(in_Months),Total_Contract_Value_(converted),Total_OTC_(converted),Total_MRC_(converted),New_Group,Segment,div
BOSQU,FAB,1,jan,90000,45000,540000,0,No,All Pipelines SOM,1/5/2023,1/4/2023,1/5/2023,0065g00000Ur8Ty,0065g00000Ur8TyAAJ,Q4 2022-BOSQU 2.1,PENAMBAHAN POSTPAID PT BIN 04-01-2023,MTX10287359,BANGUN INTEGRASI NUSA,Small shop Retailer,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,84136563 (UMAR HADY KUSUMA),Cash,1,1,12,540000,0,45000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,360000,180000,2160000,0,No,All Pipelines SOM,1/27/2023,1/26/2023,1/27/2023,0065g00000UstX0,0065g00000UstX0AAJ,Q4 2022-BOSQU 2.1,PENAMBAHAN POSTPAID PT BIN 26-01-2023,MTX10287359,BANGUN INTEGRASI NUSA,Small shop Retailer,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,84136563 (UMAR HADY KUSUMA),Cash,1,4,12,2160000,0,180000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,3200000,1600000,19200000,0,No,All Pipelines SOM,1/24/2023,1/18/2023,1/24/2023,0065g00000UsXcg,0065g00000UsXcgAAF,Q4 2022-BOSQU 2.1,Bundling Handphone,MTX10592324,BANK PERKREDITAN RAKYAT ALINMA MAKASSAR,Leasing Bank (BPR),REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614823 (Fadhly),Complete,1,1,12,19200000,0,1600000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,3800000,1900000,22800000,22800000,No,All Pipelines SOM,1/18/2023,1/18/2023,1/18/2023,0065g00000UsXe4,0065g00000UsXe4AAF,Q4 2022-BOSQU 2.1,BANK PERKREDITAN RAKYAT ALINMA MAKASSAR BUNDLING 2,MTX10592324,BANK PERKREDITAN RAKYAT ALINMA MAKASSAR,Leasing Bank (BPR),REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614823 (Fadhly),Complete,1,1,24,45600000,0,1900000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,2920000,1460000,17520000,0,No,All Pipelines SOM,1/18/2023,1/18/2023,1/18/2023,0065g00000UsXfG,0065g00000UsXfGAAV,Q4 2022-BOSQU 2.1,BANK PERKREDITAN RAKYAT ALINMA MAKASSAR BUNDLING,MTX10592324,BANK PERKREDITAN RAKYAT ALINMA MAKASSAR,Leasing Bank (BPR),REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614823 (Fadhly),Complete,1,1,12,17520000,0,1460000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,35200000,35100000,36200000,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000Usozh,0065g00000UsozhAAB,Q4 2022-BOSQU 2.1,Bundling Handphone,,BANK PERKREDITAN RAKYAT SULAWESI MANDIRI,Leasing Bank (BPR),REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-100,0102614823 (Fadhly),Complete,1,1,12,36200000,35000000,100000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,2000000,1000000,12000000,0,No,All Pipelines SOM,1/25/2023,1/24/2023,1/25/2023,0065g00000UsmOp,0065g00000UsmOpAAJ,Q4 2022-BOSQU 2.1,AKTIFASI CUG RESONA BANK,MTX03052276,"BANK RESONA PERDANA,PT","Commercial, saving & Dev. Bank",STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,PRIME Biz 200K,90198002 (DEWI KURNIAWATI),Cash,1,1,12,12000000,0,1000000,SEA,Financial,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,FAB,1,jan,2000000,1000000,12000000,0,No,All Pipelines SOM,1/26/2023,1/25/2023,1/26/2023,0065g00000UsqHV,0065g00000UsqHVAAZ,Q4 2022-BOSQU 2.1,AKTIFASI CUG 08T574581472,MTX03052276,"BANK RESONA PERDANA,PT","Commercial, saving & Dev. Bank",STRATEGIC ENTERPRISE ACCOUNT,STRATEGIC BANKING & FINANCIAL INSTITUTION,PRIME Biz 200K,90198002 (DEWI KURNIAWATI),Cash,1,1,12,12000000,0,1000000,SEA,Financial,STRATEGIC BANKING & FINANCIAL INSTITUTION
BOSQU,FAB,1,jan,28200000,28100000,29200000,1200000,No,All Pipelines SOM,1/20/2023,1/20/2023,1/20/2023,0065g00000UscR8,0065g00000UscR8AAJ,Q4 2022-BOSQU 2.1,DEVICE BUNDLING BAKESBANGPOL 2023,MTX07598080,BDN KESATUAN BANGSA POLITIK,"Arts,entertainment& recreation",B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,85229425 (INES ERMERAWAN),Complete,1,1,24,30400000,28000000,100000,SMB,Government,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,80000000,40000000,480000000,0,No,All Pipelines SOM,1/12/2023,1/4/2023,1/12/2023,0065g00000Ur7Gp,0065g00000Ur7GpAAJ,Q4 2022-BOSQU 2.1,UPT PARKIR - BUNDLING 2023,MTX08592806,BEND. RUTIN DINAS LLAJ,Local Government,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,6180141567 (LUFTI OKTAVIANA DEWI),Cash,1,2,12,480000000,0,40000000,REA,Government,EAST REGIONAL
BOSQU,FAB,1,jan,90000000,45000000,540000000,0,No,All Pipelines SOM,1/27/2023,1/26/2023,1/27/2023,0065g00000UsuUV,0065g00000UsuUVAAZ,Q4 2022-BOSQU 2.1,Bundling - feb,MTX08592806,BEND. RUTIN DINAS LLAJ,Local Government,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,6180141567 (LUFTI OKTAVIANA DEWI),Complete,1,1,12,540000000,0,45000000,REA,Government,EAST REGIONAL
BOSQU,FAB,1,jan,501000000,500500000,506000000,0,No,All Pipelines SOM,1/31/2023,1/20/2023,1/20/2023,0065g00000Usdv9,0065g00000Usdv9AAB,Q4 2022-BOSQU 2.1,Bundling Device,MTX09141847,BENDAHARA PENGELUARAN PENGADILAN AGAMA SUKADANA,Local Government,B2B SMB,SMB BUSINESS & OPERATION,PRIME Biz 100K,0257220013 FERDIANSYAH,Complete,1,5,12,506000000,500000000,500000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,100000000,50000000,600000000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut62t,0065g00000Ut62tAAB,Q4 2022-BOSQU 2.1,public LTE,MTX06775050,"BERAU COAL, PT",Other manufacturing,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Prime Biz-100,0526108801 (Devita Dwi Febrianty),Complete,1,1,12,600000000,0,50000000,NEA,SMB,RESOURCES & MANUFACTURING
BOSQU,FAB,1,jan,200000,100000,1200000,0,No,All Pipelines SOM,1/20/2023,1/20/2023,1/20/2023,0065g00000UsdDY,0065g00000UsdDYAAZ,Q4 2022-BOSQU 2.1,PRIME_BIZ_100K_Order 4,MTX10531987,BISNIS RAKYAT INDONESIA,Agents/Distributors,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,0114527024 (RIDWAN ABADI),Complete,1,1,12,1200000,0,100000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,220000000,110000000,1320000000,1320000000,No,All Pipelines SOM,1/12/2023,1/12/2023,1/12/2023,0065g00000UrcQn,0065g00000UrcQnAAJ,Q4 2022-BOSQU 2.1,PRIVATE LTE _BORNEO INDOBARA,MTX07819881,BORNEO INDOBARA,Services Research and Dev,NATIONAL ENTERPRISE ACCOUNT,RESOURCES & MANUFACTURING,Pro Freedom Apps 5GB,0526108807 MULIYA FATMA SARI,Complete,1,1,60,6600000000,0,110000000,NEA,,RESOURCES & MANUFACTURING
BOSQU,NO,8,Aug,0,75000000,375000000,900000000,No,All Pipelines SOM,8/31/2023,1/9/2023,1/18/2023,0065g00000UrRcb,0065g00000UrRcbAAF,Q4 2022-BOSQU 2.1,SEA Public LTE - Bukit Asam,MTX09690838,BUKIT ASAM TBK,Services Research and Dev,STRATEGIC ENTERPRISE ACCOUNT,ENERGY & LAW ENFORCEMENT,Prime Biz-200,0526108805 (Laksmi Indrawati),Qualify,1,375,36,2700000000,0,75000000,SEA,Supply chain & manufacturing,ENERGY & LAW ENFORCEMENT
BOSQU,FAB,2,Feb,100000,100000,1100000,100000,No,All Pipelines SOM,2/28/2023,2/1/2023,2/1/2023,0065g00000UtAdZ,0065g00000UtAdZAAV,Q4 2022-BOSQU 2.1,RS Bunda Palembang,MTX07803156,BUNDA PALEMBANG,Shools & Univ,REGIONAL ENTERPRISE ACCOUNT,WEST REGIONAL,Prime Biz-100,82146847 (AGUS MEILAN),Cash,1,1,12,1200000,0,100000,REA,Education,WEST REGIONAL
BOSQU,FAB,1,jan,444000,222000,2664000,0,No,All Pipelines SOM,1/24/2023,1/16/2023,1/24/2023,0065g00000UrlXY,0065g00000UrlXYAAZ,Q4 2022-BOSQU 2.1,BUNDLING CV BUNGA MEKAR PRODUKTIF  2023,MTX10605666,BUNGA MEKAR PRODUKTIF,Cafe,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220012 (MARIA NOVINAH DEWI WULANSARI),Cash,1,2,12,2664000,0,222000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,200000,100000,1200000,0,No,All Pipelines SOM,1/31/2023,1/25/2023,1/31/2023,0065g00000UspFX,0065g00000UspFXAAZ,Q4 2022-BOSQU 2.1,AKTIVASI PRIME BIZ 100  CV BUNGA MEKAR PRODUKTIF,MTX10605666,BUNGA MEKAR PRODUKTIF,Cafe,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220012 (MARIA NOVINAH DEWI WULANSARI),Cash,1,1,12,1200000,0,100000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,169173672,84586836,84586836,0,No,All Pipelines SOM,1/27/2023,1/27/2023,1/27/2023,0065g00000UsvSG,0065g00000UsvSGAAZ,Q4 2022-BOSQU 2.1,BUNDLING CV BUNGA MEKAR PRODUKTIF,MTX10605666,BUNGA MEKAR PRODUKTIF,Cafe,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,0257220012 (MARIA NOVINAH DEWI WULANSARI),Complete,1,2,1,84586836,0,84586836,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,29151536,29051536,30151536,1200000,No,All Pipelines SOM,1/19/2023,1/19/2023,1/19/2023,0065g00000Usa2s,0065g00000Usa2sAAB,Q4 2022-BOSQU 2.1,BUNDLING SAMSUNG Z FOLD PT CBN,,CAKRAWALA BUANA NUSANTARA,,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-100,0410261407 (NEISYA FATHIA ANNISA),Cash,1,1,24,31351536,28951536,100000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,52856560,52656560,54856560,2400000,No,All Pipelines SOM,1/19/2023,1/19/2023,1/19/2023,0065g00000UsaGp,0065g00000UsaGpAAJ,Q4 2022-BOSQU 2.1,BUNDLING IPHONE 14 PROMAX PT CBN,,CAKRAWALA BUANA NUSANTARA,,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-100,0410261407 (NEISYA FATHIA ANNISA),Cash,1,2,24,57256560,52456560,200000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,45660398,45660198,45662398,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut67K,0065g00000Ut67KAAR,Q4 2022-BOSQU 2.1,CP - Mobile Phone Bundling,,CENTRAL MALL KELOLA,Property Developer,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Prime Biz-100,0261220004 (ANNISA KIRANASARI),Complete,1,2,12,45662398,45659998,200,NEA,,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,1,jan,242000000,241000000,252000000,0,No,All Pipelines SOM,1/31/2023,1/31/2023,1/31/2023,0065g00000Ut7Uz,0065g00000Ut7UzAAJ,Q4 2022-BOSQU 2.1,PT CEVA LOGISTIK INDONESIA - JAN 2023 PART 2,MTX07142457,"CEVA LOGISTIK INDONESIA, PT",Other Transport Support Servic,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,89146885 (NADIA LESMANA),Complete,1,10,12,252000000,240000000,1000000,NEA,TRANSPORTATION,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,362000000,352000000,462000000,120000000,No,All Pipelines SOM,1/24/2023,1/24/2023,1/24/2023,0065g00000Usmn7,0065g00000Usmn7AAB,Q4 2022-BOSQU 2.1,BUNDLING DEVICE CCEP,,COCA COLA EUROPACIFIC PARTNERS (CCEP) INDONESIA,Food & Beverages,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-100,0410261407 (NEISYA FATHIA ANNISA),Complete,1,100,24,582000000,342000000,10000000,NEA,,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,4368000,2184000,26208000,0,No,All Pipelines SOM,1/13/2023,1/13/2023,1/13/2023,0065g00000Urf1Y,0065g00000Urf1YAAR,Q4 2022-BOSQU 2.1,Constantine 2 Nomor,MTX10604218,CONSTANTINE INDONESIA,Large Scale Retailers,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Pro Freedom Apps 10GB,0257220025 (DIAN NITAMI),Complete,1,12,12,26208000,0,2184000,NEA,,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,1,jan,360000,180000,2160000,0,No,All Pipelines SOM,1/27/2023,1/26/2023,1/27/2023,0065g00000Usu0g,0065g00000Usu0gAAB,Q4 2022-BOSQU 2.1,CONSTANTINE 2 NOMOR JAN 23,MTX10604218,CONSTANTINE INDONESIA,Large Scale Retailers,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Pro Freedom Apps 10GB,0257220025 (DIAN NITAMI),Cash,1,1,12,2160000,0,180000,NEA,,FINANCIAL & RETAIL BUSINESS
BOSQU,LOST,1,jan,1123502000,1123501000,1123512000,0,No,All Pipelines SOM,1/27/2023,1/27/2023,1/27/2023,0065g00000UsvKq,0065g00000UsvKqAAJ,Q4 2022-BOSQU 2.1,bundling mobile,MTX10604218,CONSTANTINE INDONESIA,Large Scale Retailers,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Prime Biz-100,0257220025 (DIAN NITAMI),Closed Lost,1,10,12,1123512000,1123500000,1000,NEA,,FINANCIAL & RETAIL BUSINESS
BOSQU,FAB,1,jan,89983120,89183120,89183120,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut62F,0065g00000Ut62FAAR,Q4 2022-BOSQU 2.1,CORIANT INDONESIA - JAN 2023,MTX07744239,CORIANT INDONESIA,Other Transport Support Servic,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Prime Biz-200,"0257210035 (HERLIKA AGRIN SITUMORANG, S.I.KOM.)",Complete,1,4,1,89183120,88383120,800000,NEA,TRANSPORTATION,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,96789475,96289475,96289475,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut62o,0065g00000Ut62oAAB,Q4 2022-BOSQU 2.1,CREATIVE INDIGO PRODUCTION - JAN 2023,MTX07118801,"CREATIVE INDIGO PRODUCTION,PT",Other Transport Support Servic,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,"0257210035 (HERLIKA AGRIN SITUMORANG, S.I.KOM.)",Complete,1,5,1,96289475,95789475,500000,NEA,TRANSPORTATION,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,200000,100000,1200000,0,No,All Pipelines SOM,1/5/2023,1/2/2023,1/5/2023,0065g00000UqxHs,0065g00000UqxHsAAJ,Q4 2022-BOSQU 2.1,PT CRODA INDONESIA -  JAN 23,MTX07799877,"CRODA INDONESIA, PT",Other manufacturing,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,89146885 (NADIA LESMANA),Cash,1,1,12,1200000,0,100000,NEA,Supply chain & manufacturing,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,135000000,67500000,810000000,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000UsqFF,0065g00000UsqFFAAZ,Q4 2022-BOSQU 2.1,Project CUG Technician,MTX08373860,CYBER SMART NETWORK ASIA,Other Technologies,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,0102614830 Muhamad Rizki Togusyah P,Complete,1,1500,12,810000000,0,67500000,REA,SMB,JABODETABEK
BOSQU,FAB,1,jan,1400000,700000,8400000,0,No,All Pipelines SOM,1/30/2023,1/30/2023,1/30/2023,0065g00000Ut59C,0065g00000Ut59CAAR,Q4 2022-BOSQU 2.1,DACHIN ETECH GLOBAL_10nomer,MTX09219331,DACHIN ETECH GLOBAL,Trading Wholesaler,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-70,75014901 (FIRNA FIDUSIA),Cash,1,10,12,8400000,0,700000,SMB,SMB,SMB BUSINESS & OPERATION
BOSQU,LOST,1,jan,26960026,26860026,26860026,0,No,All Pipelines SOM,1/25/2023,1/25/2023,1/25/2023,0065g00000UspsD,0065g00000UspsDAAR,Q4 2022-BOSQU 2.1,Bundling device iphone 14 pro max 256GB,MTX10299810,DAFARA BINTANG MAS,Agents/Distributors,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,80025274 (SAFITRI),Closed Lost,1,1,1,26860026,26760026,100000,REA,,JABODETABEK
BOSQU,LOST,1,jan,22200000,22100000,22100000,0,No,All Pipelines SOM,1/26/2023,1/24/2023,1/26/2023,0065g00000UsnED,0065g00000UsnEDAAZ,Q4 2022-BOSQU 2.1,Penambahan Bundling Device Januari 2023,MTX10299810,DAFARA BINTANG MAS,Agents/Distributors,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,PRIME Biz 100K,80025274 (SAFITRI),Closed Lost,1,1,1,22100000,22000000,100000,REA,,JABODETABEK
BOSQU,FAB,1,jan,67500000,33750000,405000000,0,No,All Pipelines SOM,1/4/2023,1/4/2023,1/4/2023,0065g00000Ur78M,0065g00000Ur78MAAR,Q4 2022-BOSQU 2.1,PT DANA DINAMIKA INDONESIA 4JAN2023,MTX09825553,DANA DINAMIKA INDONESIA,Trading Wholesaler,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 5GB,93208382 (ANGGUN YASNIASARI),Closed Won,1,750,12,405000000,0,33750000,REA,Supply chain & manufacturing,JABODETABEK
BOSQU,FAB,1,jan,140900000,140450000,145400000,0,No,All Pipelines SOM,1/9/2023,1/3/2023,1/9/2023,0065g00000Ur0IO,0065g00000Ur0IOAAZ,Q4 2022-BOSQU 2.1,BUNDLING VIVO DAN IPAD DAN IPHONE 2023,MTX07743068,DAY TRANS,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,Pro Freedom Apps 5GB,6130133560 (NUR FAIZAH),Cash,1,10,12,145400000,140000000,450000,NEA,SMB,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,80000000,40000000,480000000,0,No,All Pipelines SOM,1/25/2023,1/3/2023,1/25/2023,0065g00000Ur0BX,0065g00000Ur0BXAAZ,Q4 2022-BOSQU 2.1,BUNDLING DEVICE,MTX10592748,DINAS LINGKUNGAN HIDUP UPTD TPA KOTA BALIKPAPAN,Local Government,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,6180141567 (LUFTI OKTAVIANA DEWI),Cash,1,40,12,480000000,0,40000000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,80000000,40000000,480000000,0,No,All Pipelines SOM,1/26/2023,1/26/2023,1/26/2023,0065g00000UssNB,0065g00000UssNBAAZ,Q4 2022-BOSQU 2.1,HT,MTX10592748,DINAS LINGKUNGAN HIDUP UPTD TPA KOTA BALIKPAPAN,Local Government,REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,PRIME Biz 100K,6180141567 (LUFTI OKTAVIANA DEWI),Complete,1,1,12,480000000,0,40000000,REA,,EAST REGIONAL
BOSQU,FAB,1,jan,200000000,100000000,1200000000,0,No,All Pipelines SOM,1/9/2023,1/9/2023,1/9/2023,0065g00000UrRnA,0065g00000UrRnAAAV,Q4 2022-BOSQU 2.1,Bulk data,,DINAS PEMBERDAYAAN PEREMPUAN PERLINDUNGAN ANAK DAN KELUARGA BERENCANA (DP3AKB) CILEGON,Local Government,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-100,89229279 LIBRIA PUSPA TIRTA,Complete,1,1,12,1200000000,0,100000000,REA,,JABODETABEK
BOSQU,FAB,1,jan,159600000,79800000,798000000,0,No,All Pipelines SOM,1/11/2023,1/11/2023,1/11/2023,0065g00000UrYFY,0065g00000UrYFYAA3,Q4 2022-BOSQU 2.1,DP2KBP3A Kota Sukabumi,MTX10348061,"DINAS PENGENDALIAN PENDUDUK, KELUARGA BERENCANA",Local Government,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,83229417 (REKSA YUDA SAPUTRA),Cash,1,798,10,798000000,0,79800000,SMB,Government,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,163636,81818,490908,0,No,All Pipelines SOM,1/13/2023,1/11/2023,1/13/2023,0065g00000UrYa7,0065g00000UrYa7AAF,Q4 2022-BOSQU 2.1,PRO FREEDOM APPS 5 GB,MTX10354833,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA KABUPATEN,Local Government,B2B SMB,SMB BUSINESS & OPERATION,Pro Freedom Apps 5GB,83229417 (REKSA YUDA SAPUTRA),Cash,1,2,6,490908,0,81818,SMB,Government,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,600000000,300000000,3000000000,0,No,All Pipelines SOM,1/20/2023,1/20/2023,1/20/2023,0065g00000UscWX,0065g00000UscWXAAZ,Q4 2022-BOSQU 2.1,Prime Bizz 100 K DPPKB Kab. Karawang,MTX10354833,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA KABUPATEN,Local Government,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,83229417 (REKSA YUDA SAPUTRA),Cash,1,3000,10,3000000000,0,300000000,SMB,Government,SMB BUSINESS & OPERATION
BOSQU,LOST,1,jan,471702000,235851000,2830212000,0,No,All Pipelines SOM,1/5/2023,1/5/2023,1/5/2023,0065g00000UrAm1,0065g00000UrAm1AAF,Q4 2022-BOSQU 2.1,3063 nomer_(DP2KBP3A) KAB. LOMBOK TIMUR,MTX10612037,"DINAS PPKB, PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK (DP2KBP3A) KAB. LOMBOK TIMUR",Local Government,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-70,75002378 (SUWARNI),Closed Lost,1,3063,12,2830212000,0,235851000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,198000,99000,1188000,0,No,All Pipelines SOM,1/29/2023,1/29/2023,1/29/2023,0065g00000Ut4BC,0065g00000Ut4BCAAZ,Q4 2022-BOSQU 2.1,dkt PT gws1223,MTX02524092,"DKT INDONESIA, PT.",MIG-CAT2-2015,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Pro Freedom Apps 10GB,81136577 (DORIS SAFARI),Complete,1,1,12,1188000,0,99000,REA,,JABODETABEK
BOSQU,FAB,1,jan,232000000,231000000,242000000,0,No,All Pipelines SOM,1/31/2023,1/31/2023,1/31/2023,0065g00000Ut7Tc,0065g00000Ut7TcAAJ,Q4 2022-BOSQU 2.1,DRAGON PACK - JAN 2023,MTX07871009,DRAGON PACK,Trading Wholesaler,NATIONAL ENTERPRISE ACCOUNT,SUPPLY CHAIN & SERVICES,PRIME Biz 100K,89146885 (NADIA LESMANA),Complete,1,10,12,242000000,230000000,1000000,NEA,Supply chain & manufacturing,SUPPLY CHAIN & SERVICES
BOSQU,FAB,1,jan,400000,200000,200000,0,No,All Pipelines SOM,1/12/2023,1/9/2023,1/12/2023,0065g00000UrRkp,0065g00000UrRkpAAF,Q4 2022-BOSQU 2.1,PRIMEBIZ 70K JAN 2023,MTX10499368,DUTA LASERINDO METAL,"Metal goods, machinery & equip",REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-70,77229112 DENI KRISTIAWAN,Closed Won,1,1,1,200000,0,200000,REA,,JABODETABEK
BOSQU,FAB,1,jan,600000,300000,3600000,3600000,No,All Pipelines SOM,1/19/2023,1/19/2023,1/19/2023,0065g00000UsZsY,0065g00000UsZsYAAV,Q4 2022-BOSQU 2.1,Postpaid PT Ecotel Telekomunikasi Indonesia,MTX09177087,ECOTEL TELEKOMUNIKASI INDONESIA,Other Technologies,B2B SMB,SMB BUSINESS & OPERATION,Prime Biz-100,84136563 (UMAR HADY KUSUMA),Complete,1,3,24,7200000,0,300000,SMB,,SMB BUSINESS & OPERATION
BOSQU,FAB,1,jan,70000000,35000000,35000000,0,No,All Pipelines SOM,1/18/2023,1/18/2023,1/18/2023,0065g00000UrsdK,0065g00000UrsdKAAR,Q4 2022-BOSQU 2.1,PrimeBiz 70K,,EKA SARI LORENA TRANSPORT TBK,Other Transport Support Servic,REGIONAL ENTERPRISE ACCOUNT,JABODETABEK,Prime Biz-70,77229112 DENI KRISTIAWAN,Complete,1,1,1,35000000,0,35000000,REA,,JABODETABEK
BOSQU,FAB,1,jan,1400000,700000,700000,0,No,All Pipelines SOM,1/13/2023,1/10/2023,1/13/2023,0065g00000UrX4W,0065g00000UrX4WAAV,Q4 2022-BOSQU 2.1,MOBILE - EKSPEKTASI SUKSES BERSAMA JAN23,MTX10601255,EKSPEKTASI SUKSES BERSAMA,"BuildingService,Architect&Eng.",REGIONAL ENTERPRISE ACCOUNT,EAST REGIONAL,Prime Biz-70,75228779 DYAH EMI PUJAYANTIE,Cash,1,10,1,700000,0,700000,REA,,EAST REGIONAL
BOSQU,FAB,2,Feb,45660198,45660198,45659998,0,No,All Pipelines SOM,2/20/2023,1/27/2023,1/27/2023,0065g00000Usvzk,0065g00000UsvzkAAB,Q4 2022-BOSQU 2.1,Kokas - Bundling Mobile Phone,,ELITE PRIMA HUTAMA,Property Developer,NATIONAL ENTERPRISE ACCOUNT,FINANCIAL & RETAIL BUSINESS,Prime Biz-100,0261220004 (ANNISA KIRANASARI),Complete,1,2,0,45659998,45659998,200,NEA,,FINANCIAL & RETAIL BUSINESS
